
Date,Amount,Category,Subcategory,Payment Method,Description,Ref/Check No,Payee/Payer,Status,Receipt Picture,Account,Tag,Tax,Quantity,Unit,Split Total,Row Id,Type Id
19-01-2021,-60,Personal,Personal Care,,,,hair cut,clear,,SBI SALARY Account,,,1,PCS,,1775,
19-01-2021,-20000,Liability,Parents,,,,parents expenses,clear,,SBI SALARY Account,,,1,PCS,,1778,
19-01-2021,328.25,Income,Rent,,no broker cashback dec 20,,arunbhai,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,1896,
19-01-2021,89,Income,Cashback,,,,Amazon monthly cycle reward,clear,,AMAZON PAY,,,1,PCS,,2178,
20-01-2021,-75,Out Side Food,Restaurant,,,,locho,clear,,My Cash,,,1,PCS,,1776,
20-01-2021,-59,Groceries,milk and dairy products,,,,shiv shakti super store,clear,,SBI SALARY Account,,,1,PCS,,1777,
20-01-2021,-935,Utilities,Gas,,via payzapp,,Gujarat gas,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,1895,
22-01-2021,-10,Groceries,vegetables and fruits,,,,tomato,clear,,My Cash,,,1,PCS,,1779,
22-01-2021,-1565,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,1804,
22-01-2021,5,Income,Promotonal,,,,cred,clear,,SBI SALARY Account,,,1,PCS,,1805,
22-01-2021,500,Income,Rewards Redemption,,,,hdfc rewards redemption,clear,,AMAZON PAY,,,1,PCS,,2179,
22-01-2021,500,Income,Rewards Redemption,,,,hdfc rewards redemption,clear,,AMAZON PAY,,,1,PCS,,2180,
23-01-2021,-700,Lend,lend,,,,Rasik mama,clear,,SBI SALARY Account,,,1,PCS,,1806,
24-01-2021,-180,Household,Consumables,,,,RO candle l,clear,,My Cash,,,1,PCS,,1781,
25-01-2021,-45.69,Lend,lend,,,,jimit,clear,,Citi Rewards Card,,,1,PCS,,1837,
25-01-2021,-315,Out Side Food,Restaurant,,,,dinner @ the chef resto,clear,,My Cash,,,1,PCS,,1783,
25-01-2021,-110,Household,Consumables,,,,liquid soap,clear,,My Cash,,,1,PCS,,1784,
25-01-2021,-52,Groceries,milk and dairy products,,butter milk,,shiv shakti super store,clear,,My Cash,,,1,PCS,,1785,
25-01-2021,-60,Groceries,milk and dairy products,,,,panjabi dahi,clear,,My Cash,,,1,PCS,,1786,
25-01-2021,-68,Out Side Food,Snack,,,,gulab jambu,clear,,My Cash,,,1,PCS,,1787,
26-01-2021,-100,Groceries,Eggs,,,,egg stor,clear,,My Cash,,,1,PCS,,1788,
26-01-2021,-47,Groceries,,Cash,,,bread,clear,,My Cash,,,1,PCS,,1789,
27-01-2021,-39,Groceries,milk and dairy products,,,,shiv shakti super store,clear,,SBI SALARY Account,,,1,PCS,,1807,
27-01-2021,-880,Lend,lend,,,,cash loans from Krishna,clear,,SBI218,,,1,PCS,,1810,
27-01-2021,-58,Groceries,milk and dairy products,,,,shiv shakti super store,clear,,My Cash,,,1,PCS,,1790,
27-01-2021,-40,Groceries,vegetables and fruits,,,,grapes,clear,,My Cash,,,1,PCS,,1791,
27-01-2021,-300,Groceries,vegetables and fruits,,,,vegetables,clear,,My Cash,,,1,PCS,,1792,
27-01-2021,-170,Household,Miscellaneous Household Items,,,,all @ 20,clear,,My Cash,,,1,PCS,,1793,
27-01-2021,880,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1794,
27-01-2021,-350,Child Education,Private Tuition,Cash,,,Private tuition,clear,,My Cash,,,1,PCS,,1795,
27-01-2021,-60,Household,Consumables,Cash,,,hanger,clear,,My Cash,,,1,PCS,,1796,
28-01-2021,-300,Personal,Personal Care,,,,spectacles,clear,,My Cash,,,1,PCS,,1797,
28-01-2021,-14950,Equity Cash Market,Equity Stock,,,,irfc,clear,,SBI SALARY Account,,,1,PCS,,1808,
29-01-2021,-900,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,1809,
29-01-2021,-4740.0,Account Transfer,,Cash,Transfer:29-01-2021 15:11:45,,HDFC FREEDOM Card,clear,,SBI SALARY Account,,,,,,1798,
29-01-2021,4740,Income,Account Transfer,Cash,Transfer:29-01-2021 15:11:45,,SBI SALARY Account,clear,,HDFC FREEDOM Card,,,,,,1799,
29-01-2021,550.00,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1800,
29-01-2021,-50,miscellaneous,miscellaneous,,,,ball pen,clear,,My Cash,,,1,PCS,,1801,
29-01-2021,-500,Household,Appliance,,,,chair,clear,,My Cash,,,1,PCS,,1802,
29-01-2021,350,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,1803,
29-01-2021,16679.18,Income,Equities,,,,sbi card,clear,,SBI218,,,1,PCS,,1811,
29-01-2021,-14950,Equity Cash Market,Equity Stock,,,,irfc,clear,,SBI218,,,1,PCS,,1812,
29-01-2021,-349.48,Automobile,Petrol,,35874,,jupiter petrol,clear,,Citi Rewards Card,,,1,PCS,,1813,
29-01-2021,6,Income,Promotonal,,,,cred,clear,,HDFC FREEDOM Card,,,1,PCS,,1814,
29-01-2021,-350,Out Side Food,Restaurant,,,,dinner @ the chef resto,clear,,My Cash,,,1,PCS,,1822,
30-01-2021,-150,Personal,Hobbies,,,,mobile cover,clear,,My Cash,,,1,PCS,,1828,
30-01-2021,-39,Groceries,milk and dairy products,,,,butter milk,clear,,SBI SALARY Account,,,1,PCS,,1830,
31-01-2021,-100,Entertainment,Toys,,,,jumping ball,clear,,My Cash,,,1,PCS,,1823,
31-01-2021,-120,Out Side Food,Snack,,,,burger,clear,,My Cash,,,1,PCS,,1824,
31-01-2021,-20,Out Side Food,Snack,,,,water bottle,clear,,My Cash,,,1,PCS,,1825,
31-01-2021,-120,Groceries,vegetables and fruits,,,,grapes,clear,,My Cash,,,1,PCS,,1826,
31-01-2021,-30,Groceries,vegetables and fruits,,,,vegetables,clear,,My Cash,,,1,PCS,,1827,
31-01-2021,-448,Automobile,CNG,,,,Gujarat gas cng,clear,,SBI SALARY Account,lakhiyani trip,,1,PCS,,1829,
01-02-2021,46.75,Income,,,,,,clear,,Payzapp,,,1,PCS,,1955,
01-02-2021,-458,Groceries,milk and dairy products,,,,Amul parlour,clear,,My Cash,,,1,PCS,,1831,
01-02-2021,-7896.0,Account Transfer,,Cash,Transfer:01-02-2021 21:40:09,,ICICI AMAZON PAY CREDIT CARD,clear,,SBI SALARY Account,,,,,,1832,
01-02-2021,7896,Income,Account Transfer,Cash,Transfer:01-02-2021 21:40:09,,SBI SALARY Account,clear,,ICICI AMAZON PAY CREDIT CARD,,,,,,1833,
01-02-2021,5,Income,Promotonal,,,,cred,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,1834,
01-02-2021,-160,Out Side Food,Restaurant,,,,royal dine,clear,,Citi Rewards Card,,,1,PCS,,1835,
02-02-2021,-11949.32,Account Transfer,,Cash,Transfer:02-02-2021 10:42:31,,Citi Rewards Card,clear,,SBI SALARY Account,,,,,,1843,
02-02-2021,11949.32,Income,Account Transfer,Cash,Transfer:02-02-2021 10:42:31,,SBI SALARY Account,clear,,Citi Rewards Card,,,,,,1844,
02-02-2021,7555,Lend,lend,,,,jimit,clear,,SBI218,,,1,PCS,,1845,
02-02-2021,7,Income,Promotonal,,,,cred,clear,,Citi Rewards Card,,,1,PCS,,1846,
02-02-2021,4340.00,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1847,
02-02-2021,-3000,Groceries,milk and dairy products,,,,milk mam,clear,,My Cash,,,1,PCS,,1848,
02-02-2021,-350,Household,Consumables,Cash,,,washing machine liquid,clear,,My Cash,,,1,PCS,,1849,
02-02-2021,-250,Household,Consumables,,,,mop phenyl,clear,,My Cash,,,1,PCS,,1850,
02-02-2021,-130,Travel,,,,,ola cab,clear,,My Cash,,,1,PCS,,1851,
02-02-2021,86951,Income,Salary,,January salary,,surat municipal corporation,clear,,SBI SALARY Account,,,1,PCS,,1865,
02-02-2021,-4340,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,1866,
02-02-2021,-40,Groceries,કર્યાણું,,,,મેંદો,clear,,My Cash,,,1,PCS,,1852,
02-02-2021,-30,Groceries,કર્યાણું,,,,chana no lot,clear,,My Cash,,,1,PCS,,1853,
02-02-2021,-40,Out Side Food,Snack,,,,maza,clear,,My Cash,,,1,PCS,,1854,
02-02-2021,-100,Out Side Food,Snack,,,,ragda samosa,clear,,My Cash,,,1,PCS,,1855,
04-02-2021,8,Income,Promotonal,,,,cred,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,1897,
04-02-2021,-20,Groceries,milk and dairy products,,,,curd,clear,,My Cash,,,1,PCS,,1857,
04-02-2021,-339.0,Account Transfer,,Cash,Transfer:04-02-2021 21:48:46,,Tata Star Titanium Sbi Card,clear,,SBI SALARY Account,,,,,,1860,
04-02-2021,339,Income,Account Transfer,Cash,Transfer:04-02-2021 21:48:46,,SBI SALARY Account,clear,,Tata Star Titanium Sbi Card,,,,,,1861,
04-02-2021,17,Income,Promotonal,,,,cred,clear,,Citi Rewards Card,,,1,PCS,,1862,
04-02-2021,6,Income,Promotonal,,,,cred,clear,,Citi Rewards Card,,,1,PCS,,1863,
05-02-2021,-15000.0,Account Transfer,,Cash,Transfer:06-02-2021 14:18:53,,SBI218,clear,,SBI SALARY Account,,,,,,1867,
05-02-2021,15000,Income,Account Transfer,Cash,Transfer:06-02-2021 14:18:53,,SBI SALARY Account,clear,,SBI218,,,,,,1868,
05-02-2021,-85000.0,Account Transfer,,Cash,Transfer:06-02-2021 14:21:26,,Zerodha 2,clear,,SBI218,,,,,,1871,
05-02-2021,85000,Income,Account Transfer,Cash,Transfer:06-02-2021 14:21:26,,SBI218,clear,,Zerodha 2,,,,,,1872,
05-02-2021,-5000.0,Account Transfer,,Cash,Transfer:06-02-2021 14:21:39,,Zerodha 2,clear,,SBI218,,,,,,1873,
05-02-2021,5000,Income,Account Transfer,Cash,Transfer:06-02-2021 14:21:39,,SBI218,clear,,Zerodha 2,,,,,,1874,
05-02-2021,-8800,Trading,Future Trading,,,,ITC21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1916,
05-02-2021,-56.71,Trading,Tax over trading,,,,5/2/21,clear,,Zerodha 2,,,1,PCS,,1923,
06-02-2021,-107,Automobile,CNG,,,,Gujarat gas cng,clear,,My Cash,lakhiyani trip,,1,PCS,,1877,
06-02-2021,-25,Travel,Toll tax,Cash,,,narmada toll,clear,,axis fastag,lakhiyani trip,,1,PCS,,1887,
06-02-2021,-95,Travel,Toll tax,Cash,,,karjan toll tax,clear,,axis fastag,lakhiyani trip,,1,PCS,,1888,
06-02-2021,12,Income,,,,,,clear,,Payzapp,,,1,PCS,,1956,
06-02-2021,-2050,Personal,Clothing,,4 t-shirts  3 track pants,,fashion fashion,clear,,Tata Star Titanium Sbi Card,,,1,PCS,,1864,
06-02-2021,-200.0,Account Transfer,,Cash,Transfer:06-02-2021 14:19:25,,axis fastag,clear,,SBI SALARY Account,,,,,,1869,
06-02-2021,200,Income,Account Transfer,Cash,Transfer:06-02-2021 14:19:25,,SBI SALARY Account,clear,,axis fastag,,,,,,1870,
06-02-2021,-470.00,Groceries,કર્યાણું,,,,jivraj tea,clear,,My Cash,,,1,PCS,,1875,
06-02-2021,3151,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1876,
06-02-2021,-40,Travel,Toll tax,Cash,,,anand NE1 toll tax,clear,,axis fastag,lakhiyani trip,,1,PCS,,1889,
06-02-2021,-10,Automobile,Maintenance,,,,car air,clear,,My Cash,,,1,PCS,,1894,
07-02-2021,-380,Automobile,CNG,,,,Gujarat gas cng,clear,,My Cash,lakhiyani trip,,1,PCS,,1878,
07-02-2021,-420,Automobile,CNG,,526.7,,Gujarat gas cng,clear,,My Cash,lakhiyani trip,,1,PCS,,1879,
07-02-2021,-250,Religious,Religious,,,,gods,clear,,My Cash,,,1,PCS,,1880,
07-02-2021,-70,Out Side Food,Snack,,,,પાણી પૂરી,clear,,My Cash,,,1,PCS,,1881,
08-02-2021,700,Lend,lend,,,,Rasik mama,clear,,My Cash,,,1,PCS,,1882,
08-02-2021,-100.0,Account Transfer,,Cash,Transfer:08-02-2021 15:26:09,,axis fastag,clear,,SBI SALARY Account,,,,,,1885,
08-02-2021,100,Income,Account Transfer,Cash,Transfer:08-02-2021 15:26:09,,SBI SALARY Account,clear,,axis fastag,,,,,,1886,
08-02-2021,-40,Travel,Toll tax,Cash,,,anand NE1 toll tax,clear,,axis fastag,lakhiyani trip,,1,PCS,,1890,
08-02-2021,-95,Travel,Toll tax,Cash,,,karjan toll tax,clear,,axis fastag,lakhiyani trip,,1,PCS,,1891,
08-02-2021,-433,Automobile,CNG,,,,Gujarat gas cng,clear,,SBI SALARY Account,,,1,PCS,,1883,
08-02-2021,-500,Automobile,Petrol,,,,alto petrol,clear,,Citi Rewards Card,lakhiyani trip,,1,PCS,,1884,
08-02-2021,-25,Travel,Toll tax,Cash,,,narmada toll,clear,,axis fastag,lakhiyani trip,,1,PCS,,1892,
08-02-2021,-58,Groceries,milk and dairy products,,,,milk,clear,,My Cash,,,1,PCS,,1898,
08-02-2021,-55,Groceries,,Cash,,,bread,clear,,My Cash,,,1,PCS,,1899,
08-02-2021,-150,Groceries,vegetables and fruits,,,,fruits,clear,,My Cash,,,1,PCS,,1900,
08-02-2021,-120.00,Groceries,vegetables and fruits,,,,vegetables,clear,,My Cash,,,1,PCS,,1901,
08-02-2021,-3151,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,1902,
08-02-2021,-20,Groceries,milk and dairy products,,,,curd,clear,,My Cash,,,1,PCS,,1903,
08-02-2021,-26,Groceries,milk and dairy products,,,,butter milk,clear,,My Cash,,,1,PCS,,1904,
08-02-2021,-845,Personal,Clothing,,,,night dress,clear,,My Cash,,,1,PCS,,1905,
08-02-2021,-30,Out Side Food,Snack,,,,શીંગ દાણા,clear,,My Cash,,,1,PCS,,1906,
08-02-2021,-60,Groceries,કર્યાણું,,,,marcha,clear,,My Cash,,,1,PCS,,1907,
08-02-2021,-50,Out Side Food,Snack,,,,ice cream,clear,,My Cash,,,1,PCS,,1908,
08-02-2021,-100,Groceries,vegetables and fruits,,,,bor,clear,,My Cash,,,1,PCS,,1909,
08-02-2021,-20,Religious,Religious,,,,coconut,clear,,My Cash,,,1,PCS,,1910,
08-02-2021,-17523,Liability,Parents,,,,parents expenses,clear,,SBI SALARY Account,,,1,PCS,,1911,
08-02-2021,8800,Trading,Future Trading,,,,ITC21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1917,
08-02-2021,-6565,Household,Rent,,,,arunbhai,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,2042,
08-02-2021,-1005,Out Side Food,Snack,,,,Jagdish farshan,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,2043,
08-02-2021,-80,Out Side Food,Snack,,,,Jagdish farshan,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,2044,
08-02-2021,-116.71,Trading,Tax over trading,,,,8/2/21,clear,,Zerodha 2,,,1,PCS,,1922,
09-02-2021,-615.27,Lend,lend,,for Krishna parlor electric bill payment via payzapp,,cash loans from Krishna,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,1912,
09-02-2021,-667.72,Utilities,Electric,,,,GEB,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,1913,
09-02-2021,-500,Child Education,Sports wear,,,,knee cap  elbow cap  helmet,clear,,My Cash,,,1,PCS,,1914,
09-02-2021,-107,Out Side Food,Restaurant,,,,khimo,clear,,My Cash,,,1,PCS,,1915,
09-02-2021,-450,Lend,lend,,,,loan to Ashish for laptop screen,clear,,SBI SALARY Account,,,1,PCS,,1999,
10-02-2021,-29,Groceries,milk and dairy products,,,,milk,clear,,SBI SALARY Account,,,1,PCS,,1918,
10-02-2021,-17178,Home Loan,Home Equity,,,,maxgain gain,,,SBI SALARY Account,,,1,PCS,,1919,
10-02-2021,-27371,Home Loan,Home Equity,,,,anand avenue,,,SBI SALARY Account,,,1,PCS,,1920,
10-02-2021,4125,Trading,Future Trading,,,,SBILIFE21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1926,
10-02-2021,-324.24,Trading,Tax over trading,,,,,clear,,Zerodha 2,,,1,PCS,,1927,
10-02-2021,-359.84,Automobile,Petrol,,36093,,jupiter petrol,clear,,Citi Rewards Card,,,1,PCS,,1921,
10-02-2021,-30,Groceries,milk and dairy products,,,,shiv shakti super store,clear,,SBI SALARY Account,,,1,PCS,,1995,
11-02-2021,15.1,Income,,,,,,clear,,Payzapp,,,1,PCS,,1957,
11-02-2021,4200,Trading,Future Trading,,,,MGL21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1924,
11-02-2021,-164.85,Trading,Tax over trading,,,,11/02/20,clear,,Zerodha 2,,,1,PCS,,1925,
12-02-2021,-1400,Trading,Future Trading,,,,HCLTECH FEB FUTURE,clear,,Zerodha 2,,,1,PCS,,1931,
12-02-2021,-162.16,Trading,Tax over trading,,,,12/02/21,clear,,Zerodha 2,,,1,PCS,,1932,
12-02-2021,-20,Out Side Food,Snack,,,,પાણી પૂરી,clear,,My Cash,,,1,PCS,,1928,
12-02-2021,-29,Groceries,milk and dairy products,,,,milk,clear,,My Cash,,,1,PCS,,1929,
12-02-2021,-16,Groceries,vegetables and fruits,,,,onion,clear,,My Cash,,,1,PCS,,1930,
13-02-2021,-46,Groceries,milk and dairy products,,,,shiv shakti super store,clear,,SBI SALARY Account,,,1,PCS,,1996,
14-02-2021,-240,Out Side Food,Restaurant,,,,dhosa,clear,,My Cash,,,1,PCS,,1933,
14-02-2021,-196.30,Loans,Appliance,,,,carrier ac interest,clear,,HDFC FREEDOM Card,,,1,PCS,,2035,
14-02-2021,-1484.16,Loans,Appliance,,,,carrier ac principal,clear,,HDFC FREEDOM Card,,,1,PCS,,2036,
14-02-2021,-780,Trading,,,,,chartink subscribtion,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,2040,
14-02-2021,-35.33,Loans,GST,,,,carrier ac,clear,,HDFC FREEDOM Card,,,1,PCS,,2207,
15-02-2021,5750.00,Trading,Future Trading,,,,CHOLAFIN21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1934,
15-02-2021,-14100.00,Trading,Future Trading,,,,TATACHEM21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1935,
15-02-2021,-937.31,Trading,Tax over trading,,,,15/02/21,clear,,Zerodha 2,,,1,PCS,,1937,
16-02-2021,1890.00,Trading,Future Trading,,,,TATACONSUM21FEBFUT,clear,,Zerodha 2,,,1,PCS,,1936,
16-02-2021,-1380.00,Trading,Future Trading,,,,KOTAKBANK FEB FUT,clear,,Zerodha 2,,,1,PCS,,1938,
16-02-2021,8010.00,Trading,Future Trading,,,,BANDHANBNK FEB FUT,clear,,Zerodha 2,,,1,PCS,,1939,
16-02-2021,-19950.00,Trading,Future Trading,,,,HAVELLS FEB FUT,clear,,Zerodha 2,,,1,PCS,,1940,
16-02-2021,8855.00,Trading,Future Trading,,,,ONGC FEB 100 CE,clear,,Zerodha 2,,,1,PCS,,1941,
16-02-2021,-8700.00,Trading,Future Trading,,,,RBLBANK FEB FUT,clear,,Zerodha 2,,,1,PCS,,1942,
16-02-2021,-15000,Personal,Hobbies,,,,laptop,clear,,SBI SALARY Account,,,1,PCS,,1997,
17-02-2021,-1118.29,Trading,Tax over trading,,,,17/02/21,clear,,Zerodha 2,,,1,PCS,,1961,
17-02-2021,-40,Out Side Food,Snack,,,,coffee,clear,,My Cash,,,1,PCS,,1943,
17-02-2021,-55,Groceries,,,,,sandwich bread,clear,,My Cash,,,1,PCS,,1944,
17-02-2021,-1060,Lend,lend,,,,cash loans from Krishna,clear,,SBI SALARY Account,,,1,PCS,,1998,
18-02-2021,200,Income,Rent,,,,arunbhai,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,2041,
18-02-2021,-154,Utilities,Telephone,,via payzapp,,Vodafone,clear,,ICICI AMAZON PAY CREDIT CARD,Krishna,,1,PCS,,1945,
18-02-2021,16.9,Income,Promotonal,,,,Vodafone,clear,,Payzapp,,,1,PCS,,1958,
18-02-2021,6,Income,Promotonal,,,,Vodafone,clear,,Payzapp,,,1,PCS,,1959,
18-02-2021,-3510,Trading,Future Trading,,,,MGL FEB FUT,clear,,Zerodha 2,,,1,PCS,,1962,
18-02-2021,2340,Trading,Option trading,,,,MGL21FEB1160CE,clear,,Zerodha 2,,,1,PCS,,1987,
18-02-2021,-522.88,Trading,Option trading,,,,18/02/21,clear,,Zerodha 2,,,1,PCS,,1988,
18-02-2021,30.76,Income,Cashback,Cash,,,geb,clear,,Payzapp,,,1,PCS,,2001,
18-02-2021,33.38,Income,Cashback,Cash,,,geb,clear,,Payzapp,,,1,PCS,,2002,
18-02-2021,-114,Utilities,Telephone,,,,Vodafone,clear,,Payzapp,Rakesh,,1,PCS,,1960,
19-02-2021,-2273.30,Groceries,online store,,,,jiomart,clear,,Standard chartered Value back,,,1,PCS,,2211,
19-02-2021,-60,Out Side Food,Drinks,,,,soda,clear,,My Cash,,,1,PCS,,1963,
19-02-2021,1675,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1964,
19-02-2021,-20,Groceries,vegetables and fruits,,,,vatana,clear,,My Cash,,,1,PCS,,1965,
19-02-2021,-30,Groceries,vegetables and fruits,,,,onion,clear,,My Cash,,,1,PCS,,1966,
19-02-2021,-350,Household,Consumables,,,,napkins,clear,,My Cash,,,1,PCS,,1967,
19-02-2021,-75,Personal,Personal Care,,,,body lotion,clear,,My Cash,,,1,PCS,,1968,
19-02-2021,-250,Household,Home Maintenance,,,,ironing,clear,,My Cash,,,1,PCS,,1969,
19-02-2021,-35,Groceries,milk and dairy products,,,,paneer,clear,,My Cash,,,1,PCS,,1970,
19-02-2021,-805,Entertainment,Party,,,,cake,clear,,My Cash,,,1,PCS,,1971,
19-02-2021,-50,Groceries,milk and dairy products,,,,butter milk,clear,,My Cash,,,1,PCS,,1972,
19-02-2021,-60,Groceries,vegetables and fruits,,,,vegetables,clear,,My Cash,,,1,PCS,,1973,
19-02-2021,1775.00,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1974,
19-02-2021,-360.00,Groceries,vegetables and fruits,,,,vegetables,clear,,My Cash,,,1,PCS,,1975,
19-02-2021,-20,Donation,Religious,,,,kabutar ja,clear,,My Cash,,,1,PCS,,1976,
19-02-2021,-1045,Groceries,કર્યાણું,,,,bhagirath General store,clear,,My Cash,,,1,PCS,,1977,
19-02-2021,-170,Groceries,vegetables and fruits,,,,fruits,clear,,My Cash,,,1,PCS,,1978,
19-02-2021,-70,Out Side Food,Snack,,,,kinder joy,clear,,My Cash,,,1,PCS,,1979,
19-02-2021,-40,Out Side Food,Snack,,,,ghughra,clear,,My Cash,,,1,PCS,,1980,
19-02-2021,-20,Out Side Food,Snack,,,,પાણી પૂરી,clear,,My Cash,,,1,PCS,,1981,
19-02-2021,-50,Household,Home Maintenance,,,,matla,clear,,My Cash,,,1,PCS,,1982,
19-02-2021,-15.93,Equity Cash Market,DP Charges for Sale,,,,DP Charges for sale of UTIAMC on 2021-02-19,clear,,Zerodha 2,,,1,PCS,,1989,
19-02-2021,15714,Equity Cash Market,Equity Stock,,,,UTIAMC,clear,,Zerodha 2,,,1,PCS,,1990,
19-02-2021,-93780.00,Trading,Option trading,,,,BPCL21MAR400CE,clear,,Zerodha 2,,,1,PCS,,1991,
19-02-2021,-101.83,Trading,Option trading,,,,19/02/21,clear,,Zerodha 2,,,1,PCS,,1992,
22-02-2021,103,Income,Cashback,,,,Amazon monthly cycle reward,clear,,AMAZON PAY,,,1,PCS,,2181,
23-02-2021,500,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,1986,
23-02-2021,-150,Groceries,Eggs,,,,egg stor,clear,,My Cash,,,1,PCS,,1983,
23-02-2021,-65737.50,Trading,Option trading,,,,BAJFINANCE21MAR5500CE,clear,,Zerodha 2,,,1,PCS,,1993,
23-02-2021,-66.74,Trading,Option trading,,,,23/02/21,clear,,Zerodha 2,,,1,PCS,,1994,
24-02-2021,-42.00,Groceries,milk and dairy products,,,,butter milk  milk,clear,,My Cash,,,1,PCS,,1984,
24-02-2021,-68.00,Groceries,milk and dairy products,,,,paneer,clear,,My Cash,,,1,PCS,,1985,
24-02-2021,450,Lend,lend,,,,loan to Ashish for laptop screen,clear,,SBI SALARY Account,,,1,PCS,,2000,
25-02-2021,-42,Groceries,milk and dairy products,,,,butter milk  milk,clear,,SBI SALARY Account,,,1,PCS,,2003,
25-02-2021,-130,adjustments,adjustments,,,,adjustments,clear,,My Cash,,,1,PCS,,2004,
25-02-2021,75750.00,Trading,Option trading,,,,BAJFINANCE21MAR5500CE,clear,,Zerodha 2,,,1,PCS,,2009,
25-02-2021,102600.00,Trading,Option trading,,,,BPCL21MAR400CE,clear,,Zerodha 2,,,1,PCS,,2010,
25-02-2021,8300.00,Trading,Option trading,,,,TATACHEM21MAR650CE,clear,,Zerodha 2,,,1,PCS,,2011,
25-02-2021,-610.17,Trading,Tax over trading,Cash,,,25/02 /21,clear,,Zerodha 2,,,1,PCS,,2012,
25-02-2021,-100,Personal,Personal Care,,,,hair cut,clear,,My Cash,,,1,PCS,,2005,
25-02-2021,-100,Out Side Food,Snack,,,,burger,clear,,My Cash,,,1,PCS,,2006,
25-02-2021,440,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,2007,
25-02-2021,-265,Groceries,Eggs,,,,egg stor,clear,,My Cash,,,1,PCS,,2008,
28-02-2021,-20,Out Side Food,Snack,,,,collegian bhel,clear,,My Cash,,,1,PCS,,2013,
28-02-2021,-30,Out Side Food,Snack,,,,પાણી પૂરી,clear,,My Cash,,,1,PCS,,2014,
28-02-2021,-100,Out Side Food,Snack,,,,ice cream,clear,,My Cash,,,1,PCS,,2015,
28-02-2021,-95,Groceries,,Cash,,,bread,clear,,My Cash,,,1,PCS,,2016,
28-02-2021,500,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,2017,
01-03-2021,1,Income,,,,,scb s2b payment,clear,,Standard chartered Value back,,,1,PCS,,2213,
01-03-2021,10400.00,Trading,Option trading,Cash,,,DEEPAKNTR21MARFUT,clear,,Zerodha 2,,,1,PCS,,2022,
01-03-2021,-10125.00,Trading,Option trading,Cash,,,NAVINFLUOR21MARFUT,clear,,Zerodha 2,,,1,PCS,,2023,
01-03-2021,-620.65,Trading,Tax over trading,Cash,,,1/03/21,clear,,Zerodha 2,,,1,PCS,,2024,
02-03-2021,-8240.00,Trading,Option trading,Cash,,,NAMINDIA21MARFUT,clear,,Zerodha 2,,,1,PCS,,2025,
02-03-2021,-426.49,Trading,Tax over trading,Cash,,,02/03/21,clear,,Zerodha 2,,,1,PCS,,2026,
02-03-2021,2500,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,2027,
02-03-2021,-2900,Health Care,Medical,,,,khandwala Laboratory,clear,,My Cash,,,1,PCS,,2028,
02-03-2021,500,Lend,lend,,,,cash loans from Krishna,clear,,My Cash,,,1,PCS,,2029,
02-03-2021,-100,Automobile,Petrol,,,,jupiter petrol,clear,,My Cash,,,1,PCS,,2030,
03-03-2021,86951,Income,,,,,,clear,,SBI SALARY Account,,,1,PCS,,2018,
03-03-2021,-129,Entertainment,Other,,,,Amazon prime,clear,,ICICI AMAZON PAY CREDIT CARD,,,1,PCS,,2113,
